week_start,customer_id,customer_name,sku_id,category,ordered_cases,shipped_cases,fill_rate_pct,on_hand_cases,inbound_po_count,dc_service_level_pct,spoilage_risk_pct
2025-10-06,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,12,11,95.4,8,4,99.8,4.0
2025-10-06,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,7,6,96.2,3,2,90.2,4.2
2025-10-06,CUST01,Central Market Group,CAT06-SKU05,Fresh Specialty Cheese,17,15,91.8,5,0,96.6,5.8
2025-10-06,CUST01,Central Market Group,CAT06-SKU06,Fresh Specialty Cheese,12,11,97.9,6,2,96.5,0.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU01,Functional Beverages,3,2,96.6,0,4,96.4,5.6
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU02,Functional Beverages,22,20,93.9,8,3,94.0,1.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU03,Functional Beverages,3,2,95.8,0,2,94.5,0.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU04,Functional Beverages,8,7,93.3,5,1,99.8,4.4
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU05,Functional Beverages,10,9,95.6,2,2,99.8,2.8
2025-10-06,CUST02,Sproutline Natural Markets,CAT01-SKU06,Functional Beverages,27,25,95.1,15,4,88.9,4.7
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU01,Better-for-You Snacks,9,7,81.3,1,0,87.2,2.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU02,Better-for-You Snacks,10,9,91.2,2,3,93.3,4.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU03,Better-for-You Snacks,4,3,97.4,1,3,90.5,2.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU04,Better-for-You Snacks,16,15,94.5,7,3,96.4,3.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU05,Better-for-You Snacks,28,27,97.4,13,0,89.1,1.6
2025-10-06,CUST02,Sproutline Natural Markets,CAT02-SKU06,Better-for-You Snacks,10,9,92.9,2,4,94.7,0.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU01,Plant-Based Meals,17,15,92.1,3,4,96.9,0.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU02,Plant-Based Meals,20,19,96.8,8,2,89.4,3.1
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU03,Plant-Based Meals,4,3,93.9,3,3,93.1,2.7
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU04,Plant-Based Meals,9,8,97.0,0,2,85.9,1.7
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU05,Plant-Based Meals,4,3,95.5,0,4,93.5,3.3
2025-10-06,CUST02,Sproutline Natural Markets,CAT03-SKU06,Plant-Based Meals,12,11,91.8,7,2,96.2,2.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU01,Natural Personal Care,13,12,94.4,4,2,99.8,2.0
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU02,Natural Personal Care,11,10,96.5,5,0,92.6,2.4
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU03,Natural Personal Care,30,28,96.5,10,0,96.0,0.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU04,Natural Personal Care,6,5,87.5,4,1,98.6,0.7
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU05,Natural Personal Care,23,22,97.1,7,2,91.7,1.4
2025-10-06,CUST02,Sproutline Natural Markets,CAT04-SKU06,Natural Personal Care,19,17,92.0,7,1,96.6,1.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU01,Organic Pantry Staples,4,3,98.2,0,2,90.5,3.8
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU02,Organic Pantry Staples,18,14,81.5,7,4,94.5,6.2
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU03,Organic Pantry Staples,5,4,96.6,6,3,90.9,2.1
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU04,Organic Pantry Staples,23,22,95.7,11,3,87.5,3.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU05,Organic Pantry Staples,22,20,91.2,11,0,94.6,3.7
2025-10-06,CUST02,Sproutline Natural Markets,CAT05-SKU06,Organic Pantry Staples,13,12,98.4,11,1,96.0,1.5
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU01,Fresh Specialty Cheese,2,1,97.9,2,1,94.5,4.4
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU02,Fresh Specialty Cheese,6,4,81.4,2,3,93.3,4.1
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU03,Fresh Specialty Cheese,11,8,73.2,4,3,89.8,1.9
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU04,Fresh Specialty Cheese,10,9,95.6,8,1,90.6,7.0
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU05,Fresh Specialty Cheese,11,8,77.5,8,2,90.5,6.8
2025-10-06,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,12,11,95.1,5,4,96.2,4.1
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU01,Functional Beverages,3,2,92.0,0,0,99.8,0.5
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU02,Functional Beverages,6,5,98.7,3,3,90.5,3.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU03,Functional Beverages,4,3,96.5,6,4,91.2,4.3
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU04,Functional Beverages,6,5,92.8,3,3,89.5,0.5
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU05,Functional Beverages,11,10,95.9,6,2,92.7,1.3
2025-10-06,CUST03,Northstar Independent Co-op,CAT01-SKU06,Functional Beverages,19,18,95.5,11,0,95.3,3.0
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU01,Better-for-You Snacks,5,4,97.0,1,3,99.4,3.4
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU02,Better-for-You Snacks,13,11,92.3,7,3,92.9,5.6
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU03,Better-for-You Snacks,2,1,92.4,2,0,89.3,3.2
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU04,Better-for-You Snacks,18,17,95.3,8,4,99.8,2.0
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU05,Better-for-You Snacks,12,11,92.4,6,2,99.8,2.8
2025-10-06,CUST03,Northstar Independent Co-op,CAT02-SKU06,Better-for-You Snacks,8,7,97.0,5,2,98.3,4.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU01,Plant-Based Meals,4,3,94.0,0,0,86.6,6.0
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU02,Plant-Based Meals,14,12,92.2,7,4,97.2,0.8
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU03,Plant-Based Meals,3,2,91.8,3,2,93.4,3.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU04,Plant-Based Meals,21,20,96.8,12,3,91.3,4.2
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU05,Plant-Based Meals,2,1,94.3,0,2,99.8,5.6
2025-10-06,CUST03,Northstar Independent Co-op,CAT03-SKU06,Plant-Based Meals,3,2,95.1,1,0,99.6,6.5
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU01,Natural Personal Care,22,20,94.5,16,2,94.7,3.8
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU02,Natural Personal Care,17,15,92.4,9,4,93.6,2.4
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU03,Natural Personal Care,17,16,97.4,9,1,99.6,3.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU04,Natural Personal Care,6,5,98.7,3,4,99.8,3.8
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU05,Natural Personal Care,16,11,72.1,11,3,86.6,3.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,12,10,91.6,4,3,89.2,4.8
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU01,Organic Pantry Staples,3,2,98.0,0,0,99.8,1.0
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU02,Organic Pantry Staples,9,8,94.4,9,2,92.3,2.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU03,Organic Pantry Staples,9,8,91.0,3,0,98.1,5.7
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU04,Organic Pantry Staples,17,16,97.3,10,2,95.4,5.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU05,Organic Pantry Staples,17,15,88.6,9,2,99.8,3.7
2025-10-06,CUST03,Northstar Independent Co-op,CAT05-SKU06,Organic Pantry Staples,22,21,98.3,13,4,97.9,5.6
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU01,Fresh Specialty Cheese,4,3,97.4,2,1,93.0,3.5
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU02,Fresh Specialty Cheese,2,1,91.4,1,3,89.1,2.7
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU03,Fresh Specialty Cheese,4,3,92.7,0,3,95.0,3.2
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU04,Fresh Specialty Cheese,8,7,98.0,1,4,93.5,3.7
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU05,Fresh Specialty Cheese,4,3,98.7,0,4,93.0,0.9
2025-10-06,CUST03,Northstar Independent Co-op,CAT06-SKU06,Fresh Specialty Cheese,14,12,92.1,6,1,99.8,1.0
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU01,Functional Beverages,7,6,92.8,2,2,97.2,2.1
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU02,Functional Beverages,8,7,93.7,5,4,99.8,4.2
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU03,Functional Beverages,3,2,93.8,0,0,99.8,4.1
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU04,Functional Beverages,15,11,78.4,6,2,93.9,5.0
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU05,Functional Beverages,13,11,87.3,2,4,91.1,5.8
2025-10-06,CUST04,Fresh Table Supermarkets,CAT01-SKU06,Functional Beverages,15,14,97.6,8,0,93.2,2.6
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU01,Better-for-You Snacks,3,2,98.6,2,2,94.1,2.1
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU02,Better-for-You Snacks,17,16,95.9,11,4,90.0,4.4
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU03,Better-for-You Snacks,7,6,98.8,6,4,92.8,6.5
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU04,Better-for-You Snacks,12,11,97.9,6,1,97.1,3.6
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU05,Better-for-You Snacks,26,19,74.1,1,1,98.2,1.9
2025-10-06,CUST04,Fresh Table Supermarkets,CAT02-SKU06,Better-for-You Snacks,8,7,91.2,4,3,88.3,1.0
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU01,Plant-Based Meals,7,6,96.6,2,2,92.0,5.8
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU02,Plant-Based Meals,4,3,81.3,2,3,95.3,4.9
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU03,Plant-Based Meals,4,3,97.7,4,2,99.8,2.9
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU04,Plant-Based Meals,7,6,95.8,4,2,99.4,1.9
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU05,Plant-Based Meals,5,3,75.2,0,2,88.6,3.2
2025-10-06,CUST04,Fresh Table Supermarkets,CAT03-SKU06,Plant-Based Meals,10,9,96.0,4,0,96.7,4.3
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU01,Natural Personal Care,9,8,92.6,3,3,88.0,1.1
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU02,Natural Personal Care,27,26,98.8,8,2,80.1,2.7
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU03,Natural Personal Care,6,5,98.3,1,2,98.6,1.3
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU04,Natural Personal Care,4,3,97.6,2,3,90.4,4.0
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU05,Natural Personal Care,20,19,98.8,6,2,94.4,4.8
2025-10-06,CUST04,Fresh Table Supermarkets,CAT04-SKU06,Natural Personal Care,7,6,93.5,3,3,88.9,0.6
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU01,Organic Pantry Staples,3,2,95.1,0,2,94.7,3.1
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU02,Organic Pantry Staples,5,4,96.6,1,0,91.2,4.6
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU03,Organic Pantry Staples,10,9,96.8,4,4,96.8,6.0
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU04,Organic Pantry Staples,6,5,95.7,3,3,95.5,4.8
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU05,Organic Pantry Staples,12,11,97.2,3,4,97.6,6.2
2025-10-06,CUST04,Fresh Table Supermarkets,CAT05-SKU06,Organic Pantry Staples,24,22,94.1,16,0,97.8,2.7
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU01,Fresh Specialty Cheese,5,4,98.5,1,4,99.8,6.4
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU02,Fresh Specialty Cheese,3,2,99.0,0,2,96.9,3.5
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU03,Fresh Specialty Cheese,9,8,91.0,3,2,92.9,5.8
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU04,Fresh Specialty Cheese,4,3,96.6,2,2,99.6,3.4
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU05,Fresh Specialty Cheese,3,2,97.5,1,2,84.3,3.4
2025-10-06,CUST04,Fresh Table Supermarkets,CAT06-SKU06,Fresh Specialty Cheese,13,12,95.1,9,1,99.8,3.6
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU01,Functional Beverages,2,1,77.6,0,1,84.4,2.4
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU02,Functional Beverages,3,2,98.4,2,2,92.8,1.3
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU03,Functional Beverages,3,2,93.8,1,0,96.2,1.5
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU04,Functional Beverages,4,3,78.6,0,3,95.5,0.5
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU05,Functional Beverages,9,8,98.8,4,0,91.3,3.8
2025-10-06,CUST05,Urban Pantry Express,CAT01-SKU06,Functional Beverages,18,16,93.1,10,3,99.7,3.8
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU01,Better-for-You Snacks,1,0,98.6,2,1,99.2,2.6
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU02,Better-for-You Snacks,5,4,91.2,0,2,94.6,0.6
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU03,Better-for-You Snacks,1,0,91.9,2,4,92.8,5.4
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU04,Better-for-You Snacks,11,10,96.3,3,2,83.9,1.2
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU05,Better-for-You Snacks,17,15,93.1,10,1,98.3,3.4
2025-10-06,CUST05,Urban Pantry Express,CAT02-SKU06,Better-for-You Snacks,12,11,96.2,1,0,98.6,3.9
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU01,Plant-Based Meals,4,3,97.9,2,0,99.8,4.2
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU02,Plant-Based Meals,3,2,91.0,0,0,94.5,3.7
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU03,Plant-Based Meals,1,0,93.3,2,1,89.4,3.4
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU04,Plant-Based Meals,16,12,76.3,7,1,92.9,2.5
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU05,Plant-Based Meals,1,0,98.0,2,1,95.8,3.9
2025-10-06,CUST05,Urban Pantry Express,CAT03-SKU06,Plant-Based Meals,5,4,95.1,2,3,96.2,4.6
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU01,Natural Personal Care,14,13,95.5,7,1,79.7,1.3
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU02,Natural Personal Care,5,4,94.2,0,4,99.8,5.4
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU03,Natural Personal Care,10,9,97.3,0,2,90.1,3.4
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU04,Natural Personal Care,14,13,97.7,6,1,91.4,4.1
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,11,10,93.8,5,1,86.8,5.7
2025-10-06,CUST05,Urban Pantry Express,CAT04-SKU06,Natural Personal Care,6,5,96.8,0,3,99.8,1.9
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU01,Organic Pantry Staples,2,1,93.8,0,0,93.1,3.2
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU02,Organic Pantry Staples,12,11,92.0,4,1,87.5,0.9
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU03,Organic Pantry Staples,4,3,91.4,2,1,93.2,5.7
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,12,11,95.1,5,0,94.7,2.5
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU05,Organic Pantry Staples,15,11,77.3,5,1,97.8,4.2
2025-10-06,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,9,8,93.0,0,1,93.9,6.0
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU01,Fresh Specialty Cheese,2,1,96.3,0,4,90.4,0.5
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU02,Fresh Specialty Cheese,1,0,92.6,0,0,94.9,2.0
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU03,Fresh Specialty Cheese,10,9,98.0,7,2,92.0,4.9
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU04,Fresh Specialty Cheese,8,7,97.2,2,0,95.3,4.0
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU05,Fresh Specialty Cheese,2,1,92.0,2,4,99.8,4.7
2025-10-06,CUST05,Urban Pantry Express,CAT06-SKU06,Fresh Specialty Cheese,12,11,94.7,5,0,94.0,2.4
2025-10-13,CUST01,Central Market Group,CAT01-SKU01,Functional Beverages,5,4,98.8,0,1,95.6,0.9
2025-10-13,CUST01,Central Market Group,CAT01-SKU02,Functional Beverages,9,8,95.1,1,3,99.0,4.2
2025-10-13,CUST01,Central Market Group,CAT01-SKU03,Functional Beverages,8,7,92.7,3,0,94.6,2.8
2025-10-13,CUST01,Central Market Group,CAT01-SKU04,Functional Beverages,26,23,91.0,7,3,99.8,3.3
2025-10-13,CUST01,Central Market Group,CAT01-SKU05,Functional Beverages,9,8,95.1,1,3,99.8,0.5
2025-10-13,CUST01,Central Market Group,CAT01-SKU06,Functional Beverages,37,36,98.6,17,0,89.0,2.7
2025-10-13,CUST01,Central Market Group,CAT02-SKU01,Better-for-You Snacks,4,2,72.2,0,1,94.6,0.5
2025-10-13,CUST01,Central Market Group,CAT02-SKU02,Better-for-You Snacks,10,9,95.1,4,2,92.2,1.6
2025-10-13,CUST01,Central Market Group,CAT02-SKU03,Better-for-You Snacks,6,5,91.7,4,3,99.4,3.3
2025-10-13,CUST01,Central Market Group,CAT02-SKU04,Better-for-You Snacks,21,19,91.9,16,1,88.3,0.7
2025-10-13,CUST01,Central Market Group,CAT02-SKU05,Better-for-You Snacks,21,20,99.0,12,2,90.0,5.2
2025-10-13,CUST01,Central Market Group,CAT02-SKU06,Better-for-You Snacks,20,18,93.7,3,3,91.8,4.2
2025-10-13,CUST01,Central Market Group,CAT03-SKU01,Plant-Based Meals,25,23,95.2,1,4,99.8,1.4
2025-10-13,CUST01,Central Market Group,CAT03-SKU02,Plant-Based Meals,29,27,95.0,17,4,89.1,3.5
2025-10-13,CUST01,Central Market Group,CAT03-SKU03,Plant-Based Meals,2,1,94.0,1,4,93.4,5.1
2025-10-13,CUST01,Central Market Group,CAT03-SKU04,Plant-Based Meals,9,8,95.7,6,3,88.6,2.1
2025-10-13,CUST01,Central Market Group,CAT03-SKU05,Plant-Based Meals,5,4,99.0,1,2,90.0,5.2
2025-10-13,CUST01,Central Market Group,CAT03-SKU06,Plant-Based Meals,13,12,98.5,3,3,92.5,4.3
2025-10-13,CUST01,Central Market Group,CAT04-SKU01,Natural Personal Care,26,23,91.6,15,0,92.8,2.4
2025-10-13,CUST01,Central Market Group,CAT04-SKU02,Natural Personal Care,29,28,97.4,6,3,99.8,3.3
2025-10-13,CUST01,Central Market Group,CAT04-SKU03,Natural Personal Care,13,11,92.0,7,2,93.8,5.4
2025-10-13,CUST01,Central Market Group,CAT04-SKU04,Natural Personal Care,7,6,96.4,5,1,95.9,2.0
2025-10-13,CUST01,Central Market Group,CAT04-SKU05,Natural Personal Care,12,11,93.0,2,4,99.8,0.5
2025-10-13,CUST01,Central Market Group,CAT04-SKU06,Natural Personal Care,13,12,92.8,4,1,93.3,2.5
2025-10-13,CUST01,Central Market Group,CAT05-SKU01,Organic Pantry Staples,4,3,92.6,0,2,90.7,5.5
2025-10-13,CUST01,Central Market Group,CAT05-SKU02,Organic Pantry Staples,13,12,95.4,5,3,90.9,4.9
2025-10-13,CUST01,Central Market Group,CAT05-SKU03,Organic Pantry Staples,12,11,98.7,4,2,99.3,0.5
2025-10-13,CUST01,Central Market Group,CAT05-SKU04,Organic Pantry Staples,10,9,91.1,1,2,90.2,2.4
2025-10-13,CUST01,Central Market Group,CAT05-SKU05,Organic Pantry Staples,14,12,92.5,3,2,96.6,4.3
2025-10-13,CUST01,Central Market Group,CAT05-SKU06,Organic Pantry Staples,20,18,92.2,8,3,94.3,2.4
2025-10-13,CUST01,Central Market Group,CAT06-SKU01,Fresh Specialty Cheese,3,2,87.2,1,2,92.4,2.7
2025-10-13,CUST01,Central Market Group,CAT06-SKU02,Fresh Specialty Cheese,7,6,96.8,3,4,89.3,2.6
2025-10-13,CUST01,Central Market Group,CAT06-SKU03,Fresh Specialty Cheese,8,7,96.3,2,1,95.0,1.6
2025-10-13,CUST01,Central Market Group,CAT06-SKU04,Fresh Specialty Cheese,17,16,96.2,6,4,90.5,4.0
2025-10-13,CUST01,Central Market Group,CAT06-SKU05,Fresh Specialty Cheese,5,4,98.2,0,4,89.1,2.4
2025-10-13,CUST01,Central Market Group,CAT06-SKU06,Fresh Specialty Cheese,23,21,93.0,0,2,92.8,4.5
2025-10-13,CUST02,Sproutline Natural Markets,CAT01-SKU01,Functional Beverages,4,3,92.5,3,1,89.2,1.6
2025-10-13,CUST02,Sproutline Natural Markets,CAT01-SKU02,Functional Beverages,12,11,98.9,8,1,92.4,2.8
2025-10-13,CUST02,Sproutline Natural Markets,CAT01-SKU03,Functional Beverages,2,1,91.7,3,1,90.7,2.6
2025-10-13,CUST02,Sproutline Natural Markets,CAT01-SKU04,Functional Beverages,11,10,98.9,4,3,98.9,1.1
2025-10-13,CUST02,Sproutline Natural Markets,CAT01-SKU05,Functional Beverages,21,20,96.1,15,1,99.7,3.6
